name,frequency,bench_type,num_cores,score
Intel Celeron G530,"
2.4 GHz ",multi_core,"
2.4 GHz ",662
AMD Athlon 5350,"
2.0 GHz ",multi_core,"
2.0 GHz ",660
Intel Core 2 Duo E8500,"
3.2 GHz ",multi_core,"
3.2 GHz ",655
Intel Celeron 3865U,"
1.8 GHz ",multi_core,"
1.8 GHz ",653
Intel Xeon E3110,"
3.0 GHz ",multi_core,"
3.0 GHz ",648
Intel Core i3-370M,"
2.4 GHz ",multi_core,"
2.4 GHz ",631
Intel Core 2 Duo E8400,"
3.0 GHz ",multi_core,"
3.0 GHz ",627
AMD A10-7300,"
1.9 GHz ",multi_core,"
1.9 GHz ",627
AMD A8-7410,"
2.2 GHz ",multi_core,"
2.2 GHz ",626
Intel Core i5-2537M,"
1.4 GHz ",multi_core,"
1.4 GHz ",622
Intel Core i3-3227U,"
1.9 GHz ",multi_core,"
1.9 GHz ",621
AMD A4-7210,"
1.8 GHz ",multi_core,"
1.8 GHz ",621
Intel Celeron N3450,"
1.1 GHz ",multi_core,"
1.1 GHz ",619
AMD A6-7400K,"
3.5 GHz ",multi_core,"
3.5 GHz ",618
Intel Core i3-2328M,"
2.2 GHz ",multi_core,"
2.2 GHz ",617
Intel Pentium J4205,"
1.5 GHz ",multi_core,"
1.5 GHz ",613
AMD A6-7310,"
2.0 GHz ",multi_core,"
2.0 GHz ",611
AMD A8-4500M,"
1.9 GHz ",multi_core,"
1.9 GHz ",609
AMD A10-5745M,"
2.1 GHz ",multi_core,"
2.1 GHz ",603
Intel Core i3-380M,"
2.5 GHz ",multi_core,"
2.5 GHz ",602
AMD A6-5200,"
2.0 GHz ",multi_core,"
2.0 GHz ",599
AMD A8-6410,"
2.0 GHz ",multi_core,"
2.0 GHz ",598
Intel Core 2 Duo E7600,"
3.1 GHz ",multi_core,"
3.1 GHz ",597
Intel Core i3-330M,"
2.1 GHz ",multi_core,"
2.1 GHz ",596
Intel Core i3-350M,"
2.3 GHz ",multi_core,"
2.3 GHz ",594
Intel Core i3-3217U,"
1.8 GHz ",multi_core,"
1.8 GHz ",593
Intel Core 2 Duo T9600,"
2.8 GHz ",multi_core,"
2.8 GHz ",589
AMD A6-6310,"
1.8 GHz ",multi_core,"
1.8 GHz ",583
Intel Pentium B980,"
2.4 GHz ",multi_core,"
2.4 GHz ",575
AMD Athlon II X2 260,"
3.2 GHz ",multi_core,"
3.2 GHz ",572
Intel Pentium N3540,"
2.2 GHz ",multi_core,"
2.2 GHz ",570
Intel Celeron J4005,"
2.0 GHz ",multi_core,"
2.0 GHz ",569
Intel Pentium J3710,"
1.6 GHz ",multi_core,"
1.6 GHz ",568
Intel Pentium E5800,"
3.2 GHz ",multi_core,"
3.2 GHz ",568
Intel Core 2 Duo E7500,"
2.9 GHz ",multi_core,"
2.9 GHz ",563
Intel Core 2 Duo T9500,"
2.6 GHz ",multi_core,"
2.6 GHz ",563
Intel Pentium 3825U,"
1.9 GHz ",multi_core,"
1.9 GHz ",555
Intel Pentium 3805U,"
1.9 GHz ",multi_core,"
1.9 GHz ",555
Intel Pentium E5700,"
3.0 GHz ",multi_core,"
3.0 GHz ",553
AMD A8-5545M,"
1.7 GHz ",multi_core,"
1.7 GHz ",544
AMD A4-6210,"
1.8 GHz ",multi_core,"
1.8 GHz ",544
Intel Pentium B960,"
2.2 GHz ",multi_core,"
2.2 GHz ",541
Intel Celeron N4020,"
1.1 GHz ",multi_core,"
1.1 GHz ",541
Intel Atom x7-Z8750,"
1.6 GHz ",multi_core,"
1.6 GHz ",541
Intel Core 2 Duo T9300,"
2.5 GHz ",multi_core,"
2.5 GHz ",537
Intel Celeron N4000,"
1.1 GHz ",multi_core,"
1.1 GHz ",536
Intel Atom x5-Z8550,"
1.4 GHz ",multi_core,"
1.4 GHz ",535
Intel Pentium N3530,"
2.2 GHz ",multi_core,"
2.2 GHz ",535
Intel Celeron J1900,"
2.0 GHz ",multi_core,"
2.0 GHz ",534
Intel Celeron 1005M,"
1.9 GHz ",multi_core,"
1.9 GHz ",532
AMD A4-6300,"
3.7 GHz ",multi_core,"
3.7 GHz ",529
AMD E2-7110,"
1.8 GHz ",multi_core,"
1.8 GHz ",526
AMD Athlon II X2 240,"
2.8 GHz ",multi_core,"
2.8 GHz ",525
Intel Pentium 2117U,"
1.8 GHz ",multi_core,"
1.8 GHz ",515
Intel Atom x7-Z8700,"
1.6 GHz ",multi_core,"
1.6 GHz ",515
AMD Athlon II X2 250,"
3.0 GHz ",multi_core,"
3.0 GHz ",504
Intel Pentium B950,"
2.1 GHz ",multi_core,"
2.1 GHz ",502
Intel Pentium N3700,"
1.6 GHz ",multi_core,"
1.6 GHz ",501
Intel Core 2 Duo E7400,"
2.8 GHz ",multi_core,"
2.8 GHz ",500
Intel Pentium B940,"
2.0 GHz ",multi_core,"
2.0 GHz ",500
Intel Celeron 3205U,"
1.5 GHz ",multi_core,"
1.5 GHz ",478
AMD A4-5000,"
1.5 GHz ",multi_core,"
1.5 GHz ",477
Intel Celeron N3150,"
1.6 GHz ",multi_core,"
1.6 GHz ",473
Intel Core 2 Duo P8700,"
2.5 GHz ",multi_core,"
2.5 GHz ",469
AMD A4-5300,"
3.4 GHz ",multi_core,"
3.4 GHz ",469
Intel Celeron N2940,"
1.8 GHz ",multi_core,"
1.8 GHz ",468
Intel Pentium E5300,"
2.6 GHz ",multi_core,"
2.6 GHz ",466
Intel Core 2 Duo T9400,"
2.5 GHz ",multi_core,"
2.5 GHz ",464
Intel Pentium P6200,"
2.1 GHz ",multi_core,"
2.1 GHz ",461
Intel Pentium E5500,"
2.8 GHz ",multi_core,"
2.8 GHz ",460
Intel Celeron N3160,"
1.6 GHz ",multi_core,"
1.6 GHz ",459
AMD A4-4000,"
3.0 GHz ",multi_core,"
3.0 GHz ",458
Intel Celeron B820,"
1.7 GHz ",multi_core,"
1.7 GHz ",458
Intel Core 2 Duo P7450,"
2.1 GHz ",multi_core,"
2.1 GHz ",450
Intel Core 2 Duo P8600,"
2.4 GHz ",multi_core,"
2.4 GHz ",449
Intel Core 2 Duo T8300,"
2.4 GHz ",multi_core,"
2.4 GHz ",448
Intel Pentium E5200,"
2.5 GHz ",multi_core,"
2.5 GHz ",442
Intel Celeron B815,"
1.6 GHz ",multi_core,"
1.6 GHz ",441
Intel Pentium E5400,"
2.7 GHz ",multi_core,"
2.7 GHz ",437
Intel Core 2 Duo P8400,"
2.3 GHz ",multi_core,"
2.3 GHz ",436
Intel Atom x5-Z8500,"
1.4 GHz ",multi_core,"
1.4 GHz ",433
Intel Core 2 Duo E6550,"
2.3 GHz ",multi_core,"
2.3 GHz ",432
Intel Core 2 Duo T6570,"
2.1 GHz ",multi_core,"
2.1 GHz ",427
Intel Celeron J3355,"
2.0 GHz ",multi_core,"
2.0 GHz ",425
Intel Core i3-2365M,"
1.4 GHz ",multi_core,"
1.4 GHz ",413
Intel Celeron 1007U,"
1.5 GHz ",multi_core,"
1.5 GHz ",412
Intel Pentium T4400,"
2.2 GHz ",multi_core,"
2.2 GHz ",408
Intel Pentium T4500,"
2.3 GHz ",multi_core,"
2.3 GHz ",403
AMD A4-4300M,"
2.5 GHz ",multi_core,"
2.5 GHz ",401
Intel Celeron N3350,"
1.1 GHz ",multi_core,"
1.1 GHz ",401
AMD A4-3300M,"
1.9 GHz ",multi_core,"
1.9 GHz ",399
Intel Core 2 Duo T7500,"
2.2 GHz ",multi_core,"
2.2 GHz ",392
Intel Core 2 Duo T6600,"
2.2 GHz ",multi_core,"
2.2 GHz ",390
Intel Atom x5-Z8350,"
1.4 GHz ",multi_core,"
1.4 GHz ",380
Intel Pentium T4200,"
2.0 GHz ",multi_core,"
2.0 GHz ",362
Intel Celeron T3100,"
1.9 GHz ",multi_core,"
1.9 GHz ",361
AMD A4-3330MX,"
2.2 GHz ",multi_core,"
2.2 GHz ",356
Intel Atom x5-Z8300,"
1.4 GHz ",multi_core,"
1.4 GHz ",354
Intel Pentium T4300,"
2.1 GHz ",multi_core,"
2.1 GHz ",342
Intel Core 2 Duo T6500,"
2.1 GHz ",multi_core,"
2.1 GHz ",339
Intel Core 2 Duo E6300,"
1.9 GHz ",multi_core,"
1.9 GHz ",324
Intel Pentium D 945/950,"
3.4 GHz ",multi_core,"
3.4 GHz ",317
AMD A6-4455M,"
2.1 GHz ",multi_core,"
2.1 GHz ",312
Intel Celeron N2840,"
2.2 GHz ",multi_core,"
2.2 GHz ",294
Intel Celeron N2830,"
2.2 GHz ",multi_core,"
2.2 GHz ",292
Intel Celeron J3060,"
1.6 GHz ",multi_core,"
1.6 GHz ",292
AMD E1-2500,"
1.4 GHz ",multi_core,"
1.4 GHz ",251
Intel Celeron N3050,"
1.6 GHz ",multi_core,"
1.6 GHz ",238
AMD E1-6015,"
1.4 GHz ",multi_core,"
1.4 GHz ",229
AMD E1-6010,"
1.4 GHz ",multi_core,"
1.4 GHz ",212
AMD E2-1800,"
1.7 GHz ",multi_core,"
1.7 GHz ",195
AMD E-350,"
1.6 GHz ",multi_core,"
1.6 GHz ",179
AMD E-450,"
1.6 GHz ",multi_core,"
1.6 GHz ",168
AMD C-60,"
1.0 GHz ",multi_core,"
1.0 GHz ",135
AMD E-300,"
1.3 GHz ",multi_core,"
1.3 GHz ",123
